tab_fts_col_1,tab_fts_col_2,tab_fts_col_3,tab_fts_col_4,tab_fts_col_5,tab_fts_col_6,tab_fts_col_7,tab_fts_col_8,tab_fts_col_9,tab_fts_col_10,T1,T2
0.77769595,0.10129986,0.1457809,0.5912931,0.12650555,0.053407915,0.1940292,0.29161668,0.4013865,0.69449407,0.0750233,0.9812339
0.35321376,0.98306686,0.8838254,0.85344934,0.35625318,0.7571298,0.9863291,0.5263216,0.47073215,0.014665821,0.9577889,0.99705976
0.58873945,0.56606424,0.49735063,0.09631765,0.6874972,0.37553355,0.017022276,0.7260557,0.12930702,0.79791665,0.89733547,0.00033548923
0.05738705,0.58789474,0.9540439,0.98438406,0.5784039,0.014318946,0.83989567,0.73471516,0.024681183,0.7566619,0.008361193,0.99745065
0.55551124,0.74135846,0.9792596,0.20907629,0.45797986,0.13751453,0.57147735,0.515412,0.6799037,0.51751465,0.020966003,0.030691925
0.5937575,0.025780028,0.6973645,0.7919721,0.4123935,0.35611212,0.23211579,0.8538806,0.46744496,0.7561933,4.736473e-05,0.9908172
0.93593013,0.97427726,0.0456373,0.9025438,0.54147995,0.8111755,0.42646474,0.11284746,0.5120863,0.52435994,0.9999994,0.9974777
0.29655626,0.99201125,0.24942005,0.10590615,0.9509526,0.23342025,0.68976825,0.05835636,0.7307091,0.8817202,0.99996865,5.810047e-05
0.7968976,0.87120956,0.76373,0.25899664,0.072968416,0.21091935,0.6195664,0.54888695,0.5078248,0.07318179,0.91754484,0.9371408
0.7354313,0.6280622,0.0003065372,0.016877657,0.83971447,0.16458517,0.5695955,0.9404968,0.9666066,0.84425277,0.9997651,3.5520803e-05
0.9175395,0.7577343,0.061300684,0.57263297,0.5674409,0.2023723,0.3345444,0.4582789,0.04807782,0.14977641,0.9999676,0.63915277
0.9690675,0.61742604,0.024903065,0.22453636,0.5192824,0.9436007,0.050588574,0.45282897,0.09053392,0.41376522,0.9999614,0.012688919
0.1294433,0.43946707,0.7089532,0.73016125,0.07180492,0.71194035,0.62622845,0.34891307,0.3041086,0.02900935,0.0062289946,0.9996101
0.042525087,0.43254572,0.41248044,0.82306224,0.1892527,0.74264485,0.037563615,0.88636535,0.6679426,0.42244378,0.5546278,0.9995074
0.65342116,0.72634244,0.536923,0.11047711,0.40503561,0.40537357,0.32104298,0.029950324,0.73725426,0.10978446,0.9841473,0.02114045
0.8167257,0.60718066,0.95748854,0.7088829,0.112751506,0.55841005,0.7181865,0.80195725,0.026321335,0.7188789,0.002094811,0.9990978
0.30627564,0.028751621,0.24404658,0.45283106,0.90951544,0.6103628,0.8775079,0.59402746,0.44316745,0.3285818,0.031397406,0.0019337335
0.09009999,0.5541932,0.31949225,0.5136892,0.5879099,0.6061923,0.9407652,0.23464923,0.8980853,0.05130866,0.9929658,0.1288291
0.033090334,0.9695521,0.803186,0.07500484,0.80016786,0.6626329,0.90573794,0.4577973,0.50333846,0.8373133,0.9361335,0.00014374193
0.3200236,0.185013,0.5437754,0.25422603,0.7849852,0.044669986,0.42540854,0.77858806,0.080559105,0.6869792,0.01325179,0.0018900901
0.17838322,0.5724104,0.8252405,0.83829784,0.16199957,0.6886204,0.6314355,0.23076048,0.23974939,0.59567237,0.00583734,0.9996989
0.58040124,0.4626731,0.19970393,0.3680839,0.54146624,0.6329171,0.47664377,0.9713928,0.0462264,0.6582079,0.99541795,0.046191256
0.37479353,0.428686,0.6830566,0.6009478,0.07048298,0.15747786,0.07055569,0.034590125,0.7760049,0.8509589,0.0050299983,0.9989008
0.55903983,0.027689867,0.76608825,0.71419024,0.7172596,0.20721322,0.070282705,0.9972844,0.47779724,0.7262427,2.8551929e-05,0.32374865
0.8641966,0.5895391,0.00465019,0.7879273,0.015611655,0.95316964,0.51380974,0.90809196,0.88592577,0.8852667,0.9998305,0.99978536
0.7536801,0.6902113,0.8666606,0.104091935,0.30569538,0.6942915,0.022017978,0.73407567,0.8579786,0.45330405,0.035063773,0.01685136
0.18071775,0.60692906,0.19128676,0.00016644134,0.5828579,0.28386962,0.63882416,0.4799609,0.8632799,0.023550434,0.99543935,0.00067597005
0.85119367,0.44701895,0.09674874,0.6207135,0.32078516,0.9290853,0.8037956,0.16794518,0.7735881,0.253262,0.99946696,0.97933537
0.975735,0.13253097,0.85142267,0.7817231,0.9380758,0.7733985,0.3313716,0.23191404,0.37769082,0.20308717,2.9474395e-05,0.034351856
0.18581675,0.104736105,0.11655861,0.35763904,0.004654837,0.42485392,0.6641971,0.4016882,0.0857946,0.062688865,0.29200375,0.97337073
0.8726019,0.22609761,0.56240183,0.99993116,0.7284655,0.33635065,0.76545894,0.9539157,0.3735378,0.70801127,0.011569829,0.98727566
0.31304547,0.92416203,0.9596729,0.098830596,0.7354139,0.6577627,0.6309687,0.032843344,0.27345392,0.74610287,0.13260032,0.000288105
0.08342244,0.55219245,0.58447605,0.96193635,0.29214752,0.24082878,0.10029394,0.01642963,0.9295293,0.66991657,0.08994068,0.99983597
0.7165268,0.66680485,0.82134455,0.4263969,0.91252923,0.109167725,0.1872033,0.68371755,0.25377268,0.16459055,0.03907412,0.0027506864
0.9114515,0.05794042,0.6717703,0.34969693,0.45549843,0.2211388,0.33852586,0.30810612,0.7089003,0.8712536,7.1848546e-05,0.13916607
0.29887056,0.3008623,0.8824324,0.17693006,0.8329573,0.47756773,0.26114374,0.58423126,0.2789915,0.5148887,0.00013320048,0.00069930323
0.5779713,0.72309303,0.8081328,0.931282,0.28999034,0.3924666,0.8999673,0.8344761,0.39913625,0.46733826,0.43530717,0.9996742
0.41999006,0.41024807,0.5151704,0.7088992,0.111771256,0.093021914,0.1554304,0.0961773,0.1626306,0.03123505,0.03360203,0.99824727
0.7403472,0.8210152,0.37305453,0.19685206,0.09875989,0.748606,0.45265353,0.71371776,0.91540766,0.14658374,0.998828,0.7338637
0.0446775,0.8147763,0.505237,0.29917803,0.6758057,0.9591052,0.08254148,0.74803895,0.43566525,0.31926867,0.98959804,0.003668106
0.5491201,0.4840056,0.56051207,0.3010027,0.9143846,0.85093755,0.5007781,0.61155975,0.6097637,0.2408423,0.17160518,0.0008881844
0.20487769,0.8100039,0.56782067,0.1395052,0.80489403,0.9585859,0.34616387,0.29351225,0.08177518,0.66449124,0.97869396,0.0006573419
0.1494483,0.86812603,0.16249293,0.6155596,0.123819984,0.8480082,0.807319,0.56910074,0.4071833,0.069166996,0.99999046,0.9958403
0.82335794,0.47998613,0.34847537,0.1271018,0.012787094,0.3530925,0.8220556,0.34598473,0.8189752,0.6900665,0.95807993,0.6265686
0.3504704,0.49343768,0.7067346,0.99997795,0.51857126,0.94275314,0.527451,0.5936823,0.13906702,0.5708258,0.02430411,0.9947351
0.3665611,0.42640105,0.12583075,0.10684191,0.54184186,0.6370702,0.09213067,0.13943224,0.032442752,0.1624087,0.9940852,0.007010906
0.5377677,0.2633266,0.8779093,0.92743015,0.9030871,0.44554254,0.5387081,0.15628035,0.9378949,0.035600085,9.242448e-05,0.76288277
0.59087276,0.57432526,0.6532008,0.65210325,0.43141845,0.8965466,0.36756188,0.43586493,0.89192337,0.806194,0.086200364,0.9651236
0.93976974,0.01702024,0.02713321,0.3620688,0.87531537,0.56692445,0.035134576,0.8403504,0.16218118,0.37599796,0.516466,0.0006541063
0.116452284,0.24779646,0.74227154,0.023007542,0.13388777,0.025210168,0.8573881,0.6173248,0.16992866,0.76877224,0.0010761747,0.23923351
0.16469416,0.6214784,0.5772286,0.23789282,0.934214,0.6139659,0.5356328,0.58991,0.730122,0.311945,0.59183085,0.00025140986
0.73135054,0.4355621,0.70154285,0.3387094,0.935836,0.5007817,0.111202925,0.47518194,0.3601308,0.03410419,0.013380738,0.0012521435
0.034415174,0.9613427,0.84407735,0.82037413,0.8752175,0.77702516,0.13943757,0.9714924,0.9337185,0.6960771,0.8090501,0.07696691
0.5247679,0.38006693,0.9408967,0.73371035,0.31169108,0.59403133,0.5552749,0.4092881,0.005784636,0.8613791,7.5248994e-05,0.9919294
0.85536504,0.1613929,0.28671962,0.5432027,0.59381825,0.54722625,0.0025362272,0.7707168,0.90030247,0.25277886,0.0634938,0.1543669
0.66459626,0.60525554,0.9393677,0.83195907,0.60296166,0.44671172,0.6147747,0.623066,0.2695776,0.17801759,0.0039084563,0.9517395
0.025791163,0.5401596,0.15380318,0.51122016,0.7712526,0.4130536,0.5968649,0.54643893,0.57760584,0.47811714,0.9986721,0.019453721
0.6347992,0.36971965,0.9215655,0.019684758,0.55479014,0.5073314,0.19013956,0.42814666,0.29689202,0.67040986,0.00015438398,0.0012671056
0.05171766,0.7116193,0.94368154,0.12925954,0.72226435,0.3024566,0.23696502,0.8526226,0.9093537,0.34705052,0.025776077,0.000535175
0.9608986,0.5608233,0.2369873,0.8021646,0.5773523,0.24274683,0.66118425,0.63293993,0.9616487,0.7185338,0.9877694,0.9866822
0.052732296,0.10335489,0.8138341,0.69067377,0.7314388,0.380305,0.71307796,0.30665666,0.7819899,0.13525179,3.126625e-05,0.34174266
0.7445755,0.06799168,0.5751242,0.17801496,0.18834355,0.9798315,0.38452068,0.5196114,0.6651138,0.49829093,0.0007655366,0.33239183
0.29601997,0.92874247,0.99716336,0.73457885,0.33454767,0.9629957,0.04094974,0.41000158,0.51003486,0.51462686,0.026657851,0.9924021
0.054130077,0.3165721,0.9592877,0.4393788,0.60433745,0.5697414,0.1406894,0.7311043,0.0583126,0.5379629,3.552727e-05,0.10378316
0.015446074,0.64708835,0.50589603,0.9540597,0.16307402,0.38377672,0.85729754,0.51409537,0.8146243,0.5074254,0.98320735,0.999949
0.73796785,0.20149311,0.6511916,0.89073396,0.40911773,0.03086386,0.9322903,0.2926319,0.72852844,0.3424067,0.0007211819,0.99662846
0.67094046,0.26762548,0.91519105,0.4770456,0.7845545,0.049137555,0.7324889,0.14797612,0.21771787,0.8613084,2.5747231e-05,0.011759393
0.08329098,0.05107548,0.9655166,0.85900265,0.15202723,0.00066421856,0.9416678,0.2783253,0.1858976,0.6915081,6.778054e-07,0.99979657
0.29418087,0.3539041,0.0037097738,0.84507763,0.15484071,0.20414427,0.25526452,0.88462204,0.20645142,0.79752636,0.9989517,0.99964535
0.7914986,0.3607954,0.2789112,0.00056961743,0.038004488,0.25184447,0.3295303,0.6991276,0.36845607,0.7965249,0.88337505,0.12970136
0.9951669,0.55225617,0.24078684,0.51989645,0.7360322,0.4766677,0.2723102,0.822093,0.8291149,0.5506479,0.97350657,0.055992976
0.67262715,0.8284805,0.852689,0.0327759,0.24415703,0.33909458,0.1887322,0.80297536,0.7674658,0.51683307,0.2597446,0.010764349
0.16932048,0.29649097,0.014614721,0.48364535,0.9698255,0.28153092,0.6698276,0.84428114,0.93945605,0.025326332,0.98216426,0.001270225
0.54695004,0.29361683,0.9682044,0.2261963,0.01573824,0.32585484,0.5025094,0.028362934,0.5592483,0.8742828,1.0863368e-05,0.95589197
0.4884374,0.3215826,0.686421,0.1342342,0.80514914,0.036619175,0.38817984,0.60732037,0.4243641,0.65569216,0.0058442783,0.0004042277
0.15322217,0.17165408,0.067333974,0.15748973,0.64712465,0.62974703,0.2670375,0.25806165,0.41562316,0.47876757,0.93806994,0.005916148
0.77446663,0.77361083,0.8908308,0.90633076,0.3065253,0.5429267,0.5775115,0.2006088,0.9467984,0.6972137,0.05527802,0.9995214
0.85142523,0.48510164,0.015071277,0.9545853,0.12591204,0.88543254,0.556884,0.6226653,0.6799998,0.402291,0.99982834,0.9999281
0.6075454,0.526584,0.5379458,0.9376631,0.30518872,0.98343396,0.9021312,0.4587229,0.81745327,0.769047,0.6854066,0.99928683
0.4181092,0.17295136,0.10721075,0.8173391,0.47314298,0.8822837,0.7332891,0.4097262,0.37351102,0.51563835,0.8757545,0.98685557
0.29672375,0.8007268,0.072288685,0.87595165,0.41986647,0.3287101,0.21992064,0.5944074,0.947946,0.35241896,0.999943,0.99772006
0.91349256,0.29166523,0.44583836,0.8228793,0.6147567,0.3311899,0.8946976,0.00740014,0.8510896,0.24945992,0.12508813,0.96468896
0.052146446,0.9251088,0.884184,0.9012088,0.64824474,0.031026045,0.5618436,0.077520944,0.08214096,0.055687822,0.82993066,0.97777426
0.48614758,0.18050765,0.71907294,0.1052248,0.72285163,0.8222152,0.6855928,0.91726387,0.7116777,0.2211882,0.0011142285,0.00054389465
0.16120827,0.42200646,0.6436139,0.45031205,0.029722184,0.31684262,0.67606777,0.39519373,0.44840494,0.8561792,0.034533307,0.99444866
0.30040368,0.5495006,0.93081874,0.52076143,0.26720703,0.8773988,0.37191874,0.00138335,0.24768502,0.31823352,0.00078925764,0.9594296
0.80208427,0.47821614,0.18414941,0.16143146,0.81863254,0.55678874,0.5029167,0.44799903,0.7445023,0.55031806,0.9833687,0.00077656156
0.23583423,0.6204999,0.6396223,0.94854033,0.77827615,0.8483453,0.4904199,0.18534859,0.9958153,0.12935576,0.21376625,0.9474675
0.9245041,0.6734931,0.23090358,0.81926054,0.42052615,0.69804657,0.4863536,0.9408649,0.06837524,0.1557967,0.9993892,0.99092543
0.5024531,0.1698195,0.14837894,0.7732591,0.56769276,0.98299915,0.98224777,0.992667,0.118615516,0.93825614,0.95704997,0.9795051
0.6391172,0.40503317,0.79425615,0.13454908,0.83778465,0.018923094,0.39508426,0.55879396,0.16792615,0.66981477,0.0026281758,0.00026336912
0.0009824872,0.9297334,0.9516094,0.9361318,0.5487362,0.17713389,0.07523461,0.6222538,0.5333998,0.47227475,0.2783471,0.9937138
0.6121809,0.7236231,0.28890678,0.9736415,0.85953665,0.9156528,0.019232059,0.56987214,0.29465026,0.84902865,0.99940205,0.737744
0.4354392,0.92373806,0.123286776,0.061893336,0.1887196,0.22562127,0.17938901,0.031712066,0.71765894,0.16195194,0.9999782,0.10442923
0.4128966,0.58909833,0.026389332,0.9521098,0.8776184,0.6238679,0.017029842,0.37797648,0.97879654,0.6813304,0.99927026,0.9740471
0.31369504,0.5124085,0.30170158,0.86182296,0.84432703,0.31546515,0.59958136,0.43018085,0.9090928,0.1873609,0.98214483,0.7533507
0.10481258,0.8143356,0.601774,0.033013478,0.7884911,0.39333943,0.3141129,0.5150483,0.67156035,0.92484635,0.95334107,0.0001028837
0.2762855,0.2087348,0.103387326,0.8015756,0.7006849,0.3832132,0.72498447,0.9612458,0.4662486,0.48828536,0.97710764,0.63092196
0.7255913,0.2957261,0.047255117,0.8572717,0.9692938,0.88622475,0.08261005,0.7851362,0.48600346,0.6321213,0.97924614,0.1299964
0.42851108,0.6211793,0.839958,0.4490439,0.21768278,0.376607,0.15055138,0.08489922,0.37587634,0.62569857,0.01156646,0.95588624
0.31083998,0.7186264,0.33597755,0.7277713,0.8151994,0.21766284,0.9738187,0.16235794,0.2908409,0.1797953,0.99894017,0.13527195
0.7690099,0.15067041,0.14867379,0.29046,0.74657834,0.5843116,0.34604955,0.80096483,0.09404386,0.297239,0.6135897,0.002303242
0.22050558,0.31256273,0.20841402,0.9281018,0.6520129,0.5043863,0.5576508,0.31787285,0.614175,0.41960037,0.9293545,0.97810376
0.60122776,0.8345864,0.23797254,0.76192653,0.89076436,0.80612415,0.107301034,0.009059999,0.1917241,0.27047735,0.99991405,0.11595398
0.01809378,0.09741803,0.16951065,0.48848712,0.821918,0.8655621,0.5246145,0.6137841,0.22941527,0.07989036,0.17529488,0.0070383954
0.8949279,0.4472459,0.4798403,0.6359084,0.5418336,0.8232501,0.1866401,0.12990463,0.26348466,0.99781334,0.24702153,0.80747515
0.19327827,0.6698455,0.4922046,0.26316863,0.64369774,0.61002105,0.14483868,0.7609715,0.91064125,0.3089886,0.9259823,0.0035500457
0.56608844,0.5758384,0.3012892,0.61886704,0.24358027,0.17763229,0.41295046,0.70578045,0.6214277,0.9648821,0.97871333,0.98385495
0.36035767,0.8605988,0.90644497,0.5382999,0.47619224,0.53269905,0.23812222,0.09185868,0.38692,0.7840746,0.119642906,0.68212914
0.87000734,0.59227866,0.37510142,0.08924627,0.49858588,0.9187033,0.073894225,0.5308714,0.4263233,0.75946385,0.9829948,0.0036850332
0.6390404,0.94339186,0.5599474,0.66747564,0.47591445,0.5510023,0.7545246,0.99833965,0.047602013,0.54682875,0.99975055,0.95395184
